id	name
34167	Charlene Dallas
45087	Virginia Bedard
48152	Pia LindstrÃ¶m
21004	Ruy Polanah
1480	Bert Convy
36287	Henderson Forsythe
31077	Roger Avon
17082	David Emge
14449	Susan Misner
24031	Beverly Hope Atkinson
22840	Nicole Morin
44304	Greg Jarvis
28101	Ermanno Casanova
39627	Walter Holbrook
17310	Menahem Golan
15697	Steve Barron
24871	David Lyon
9596	Catherine Reitman
34124	Cui Zhihgang
10349	Lee Montague
10524	Oliver Hudson
20438	Kevin McNulty
7815	Bob Logan
5245	Jimmy MacDonald
23460	Jeff Gardner
44357	Cuco SÃ¡nchez
4533	Linda Fiorentino
39703	Adel C. Hammoud
33921	Jugal Hansraj
47944	Mary Mackenzie
36845	Carl Paoli
38245	Gerardo de Leon
2928	Robin & Linda Williams
2555	Granville Bates
36837	Ying Yang Twins
19102	Tilly Losch
27301	Danny Greene
17400	Zachary Dylan Smith
9192	Lucas Till
22293	Jalal Agha
22275	Fiona Dourif
38554	Christian Roberts
25893	Karel UhlÃ­k
8450	Billy Beck
6079	Christina Milian
31755	Judith O'Dea
2695	Mignon Anderson
41456	Fred Wolf
29566	The Deagol Brothers
14026	Mike Birbiglia
1582	Kathleen Lockhart
7110	Karina Fernandez
10060	Heather Burns
41243	Violet Axzelle
39353	Jonathan Benair
26224	R. G. Armstrong
21830	Barbara Howard
45138	Lee Kagan
29148	Margaret Abbott
45337	Angela Stevens
29549	Kazuo Yamazaki<br/>Takashi AnnÅ<br />Naoyuki Yosh
6780	Anita HÃ¶fer
38798	Akio Yokoyama
21761	Richard LaGravenese
28989	Paul Moody
33548	Shelly Cole
84	Sophie Okonedo
38777	Darwin Lamb
33251	Rhiana Griffith
28183	Tenna Kraft
38724	Antonio Inoki
47257	David Hare
23151	Scott Halberstadt
7984	Laurie Mitchell
4717	Ken Jenkins
39351	Wayne Kaatz
34944	Alexander Da Silva
7132	Scott Bellis
37546	Angela Sun
18478	Clare Binney
23068	Virginia Craig
45210	Tommy Pender
41850	Louis Prima
3417	Roger E. Mosley
7629	Steve Gordon
34540	Marc Mazza
45419	Siegfried HÃ¶chst
28014	Maria Schneider
16367	Charlie O'Connell
1788	Charlie Chaplin
29152	Tom Badal
31690	Jimmy Tingle
26690	Paul MÃ¼ller
14383	Shane Kinsman
34618	Hal Landon
1969	Gilbert Emery
15216	Shorty Mack
21718	Don Carter
12363	InÃ©s Molina
29787	Ã‰douard Delmont
21530	Anita Sharp-Bolster
35559	Josef Kemr
35155	Arthur Rosson
12988	Genie Francis
36001	Surekha Parker
41442	Leonardo Villar
30727	Sandra Hess
26441	Harry Grant
37744	Tyrone McCullough
45080	Vassili Lambrinos
32953	Nawazuddin Siddiqui
18413	Keith-Lee Castle
26177	Ann Eleonora JÃ¸rgensen
18737	Marc Platt
11525	Marcelle Hainia
24932	Trieu Tran
38267	J. Paul Jones
38296	Bertha Blanchard
15476	Mieczyslaw Pawlikowski
34255	YÅ«zÅ Kayama
11900	Bailee Madison
3923	Helen Freeman
27434	GraÅ¼yna Staniszewska
23968	Lisanne Falk
1775	Melanie Nicholls-King
1666	Chad Michael Murray
1635	Eddie Borden
1084	Clarence Williams III
7163	Huib Broos
6807	J.C. Quinn
23512	Mitch Ryan
43362	Admir Glamocak
34505	Ted Rusoff
13238	Remy Thorne
46027	Sophie Wu
23526	Dominique Othenin-Girard
7413	Francelise Noel
3887	Ann Shoemaker
45108	Lindsay Kemp
24798	Robert Butler
23967	Danny Wells
6681	Peter Kwong
6149	Zane Buzby
27011	Nelofer Pazira
3133	Lou Diamond Phillips
38231	Melissa Etheridge
32697	Sam Scarber
14608	Roy Cheung
45423	Daniel Fries
33129	Heidi Marnhout
43436	Butch Patrick
8987	Joe Unger
26345	Hannah Taylor-Gordon
29216	Byron Paul
28238	KvÄ›ta FialovÃ¡
17141	Ling Ling-Hung
10284	John Milius
22754	Masami Nagasawa
36896	Noritake Saito
40920	Sande Zeig
15567	Akemi Nishino
11863	Gavin Gordon
3248	Dane Clark
1897	Ray Collins
48155	Helen Christian
7526	Jackie Chan<br />
42664	Jan-Olof Strandberg
15498	Michael Stipe
12761	Ethel Waters
19143	Shakuntala Paranjpye
5223	Louise Fazenda
37379	Tarah Paige
11389	Jaime Salvador
42534	Eamonn Owens
44175	Laura Conte
26359	Fats Domino
26427	Darren Stein
9107	Flora Montgomery
13332	Margaret Lacey
30789	Jerzy Kaczmarek
15137	Umberto Gradi
30730	Reiner SchÃ¶ne
29469	Tangi Miller
23781	Ernst Schou
2528	Cyril Luckham
40706	Wayne Sleep
30915	Andy Cheng
340415	Vasili Vasilyev
9721	Michel Galabru
1943	Ayako Wakao
47083	Michael J. Anderson
43854	Cyril Armbrister
3186	Dennis Lipscomb
1542	Elvis Tsui
28869	Daliah Lavi
2914	Fred Clark
39325	Elaine Kaufman
5317	Graham Baker
24159	Constable
7106	Jim Broadbent
41834	Harriette Tarler
40012	Shiloh Jolie-Pitt
25739	Berg Ng
32695	Brian Webb
24767	Jennifer Lim
41655	Blake Harrison
29994	Peter Farrelly <br />Bobby Farrelly
33509	Christy Turlington
47334	Aleksandar DorÄev
44788	Adelaide Hall
23399	Albrecht Schmidt
4897	Daisaku Shirakawa
10276	Tim Allen
3419	Simbi Khali
44007	Peter Sellers<br>Spike Milligan
21618	Pina Gallini
44320	Ryan Browning
12270	John Murphy
43492	Laura Gerow
9996	Ali Hillis
13215	Jimmy Stark
19059	Stuart Scott
11050	Peter Wilson
7833	Nelson Xavier
5888	Toby Jones
44135	Theodore Von Eltz
27856	Neville de Almeida
26732	Yvette AndrÃ©yor
20246	Kong Yoo Seok
41977	Zinaida Dorogova
41374	Charles Dorety
6341	Barry McEvoy<br>
29609	Nelson Mandela
38414	Ray Cooper
15695	Robert Arden
29911	Lisa Jakub
7959	Eileen Stevens
426933	Kristen Holden-Ried
1053	Leslie Howard
47766	Fernando GuilliÃ©n
23408	Hugues Quester
16186	Jon Lormer
43728	Dinah Sheridan
14859	Mackenzie Crook
39770	Shannon Woodward
8617	Susan Barnes
9341	Mary-Kate Olsen
24241	Mark Piznarski
7605	Jean Adair
32627	Dan Lewk
19722	MÃ¡rio Lago
41061	Delores "Mom" Winans
14666	Maria Antonia Capotorto
25483	Reva Rose
23154	Isao Takahata
5433	Rosa Maria SardÃ 
32892	William Ching
28796	Margaret Hammonds
35768	Marie Mosquini
24915	John Michael Howson
6931	Paul Stanton
17776	Colleen Williams
20751	James Holden
25420	Brian Foley
7686	Feroz Khan
39170	Heather Donahue
42506	Joseph Buloff
23490	Moni Chaterjee
44569	Nicholas Brierley
20784	Alex Rae
183	Sam J. Jones
4322	IrÃ©n RÃ¡cz
9770	Kathleen Key
44065	Fred Coby
10241	Christopher Mitchum
35896	Brandon Merrill
26658	[[Billy Weber]]
42120	Stephanie Leigh Schlund
40288	Muni
25560	Giuseppe Pierozzi
5133	Franklin Dyall
22004	Don Dubbins
46201	Hailee Steinfeld
22294	Robert Corff
35681	Heinz Moog
11055	Lisa Jill
3396	Paul Guers
3783	Reginald Denny
39721	Christiane Boyce
35966	Elisebeth Peters
13025	Anna Raviv
33235	Tony Peck
19942	Branford Marsalis
45714	Michael Nunes
18193	Roland Kickinger
35266	Ren Imaizumi
3339	Charles Irwin
35650	Shobha Khote
27111	Fred Esmelton
5611	Lucas Black
46655	Griff Rhys Jones
23455	Ruth Brown
17225	Mark Malone
43586	Claus Bue
32923	Raini Rodriguez
48040	Hatsuki Tsuji
31753	Marc Poppel
5797	Gardy Brombacher
2830	Danny Hassel
16765	David Burton
44613	Lothar KÃ¶rner
39133	Albert Conti
21701	Koo Koo
47930	Paul Desbois
47323	LaTanya Richardson
45496	''See below''
32465	Angelica Hansen
31185	Chris Bruno
32888	Michael Knight
36997	Peter Fernandez
23738	Ray Murphy Sr.
19190	Zeynep Kuray
28387	Jacques Hilling
44628	Ken Quinn
5732	James Anderson
12415	Claud Allister
27161	Christopher Titus
45996	Linda Rae Jurgens
12503	Erik Palladino
29121	Robert Willar
27017	Tony Nikolakopoulos
4611	Reg Dreger
47422	Ernest Harden Jr.
4899	Master Vithal
46921	Anne Pressly
41669	John Drainie
20896	Sachiko Matsushita
43414	Jennie Cramer
23514	Bradford English
26804	Olof Winnerstrand
42384	Bob Perry
29493	Norma Bengell
1285	Taryn Manning
37314	Rob McClure
41209	Marc Connelly
18969	Larry Gelman
16646	Betty Bouton
22672	Robert Peters
41180	Nicola Arigliano
28716	Theodore Wilhelm
42929	Freddie Boath
36316	Kwon Chil-in
1232	Anna Lee
12850	Seamus Forde
32382	Patthama Panthong
5764	Henrik Galeen
1253	Leelee Sobieski
19602	Megan Ward
25062	Asa Butterfield
4624	Neven Pajkic
15197	Julie Brown
10939	Joey Anaya
291	Ashley Scott
29230	Sebastien Roberts
47750	Roberta Woolley
37734	Gene Chambers
20553	Aubrey Woods
11490	Frances Langford
37686	Goro Kataoka
32011	Robert Morgan
7793	Aisha Hinds
8655	Andrzej Krasicki
27386	Gard B. Eidsvold
14074	Richard Burgi
44374	Paolo De Vita
4947	Erol Sander
25858	Deirdre O'Kane
24565	Busy Philipps
18150	Kam Heskin
33800	Anna Wing
299	Jo Morrow
976	Freddie Stroma
6688	Ronnie Masterson
43053	Micol Guidelli
34465	Annie Lennox
26868	Amy Matysio
15110	Richard Franklin
25025	Jocelyn Cobb
48043	Darren Dunstan
9816	Frances Bavier
40392	Ken Kobayashi
35557	Barney James
38656	Liliana Komorowska
322	Kayla Hickson
33593	Susan Blanchard
18021	Larry Bryggman
17230	Dylan Kussman
30490	Mitsuyo Seo
11179	Katja Studt
17050	Walter Taub
3174	Gloria Swanson
34893	Louis AimÃ© Augustin Le Prince
33522	Tammy Townsend
19776	Veanne Cox
5503	Carol White
2731	Mario Scarpetta
38635	Zbigniew JÃ³zefowicz
18915	ZoltÃ¡n Greguss
39998	Birdy Sweeney
23804	Tammy Trull
36521	Tracy Grant
9048	Frank Middlemass
32232	Bea Benaderet
17827	Bhavana
29134	Marie Henriau
31380	Raymond GuÃ©rin-Catelain
9103	David Morrissey
43488	Briony McRoberts
14045	Alex Menglet
15883	Anthony Zerbe
44488	Haidee Fuller
18332	Keshavrao Date
25817	Frank Finlay
23011	Jean Pierre Bergeron
43656	Peter Yang
40091	Clayton Day
5606	David Arkin
21180	Fernando Soto LaMarina
45674	Buddy Schwab
31054	Colin Egglesfield
33777	Turgay AydÄ±n
22554	Mike Nichols
38061	David Prospect
34278	Alexandria Maillot
33680	Gary Dell'Abate
212	Gabrielle Union
45472	Cliff Owen
46626	Pietro Falcone
35790	Andrea Anders
28505	John Barrie
16338	Justin Chon
20433	Julian McMahon
39638	Luciano De Ambrosis
8428	Paula Prentiss
29543	Sharon Wilkins
12891	Willard Robertson
39915	Nicolas Beauvy
34447	John Mann
28432	E. E. Bell
19991	Jole Mauro
9688	Sam Weisman
5293	Ian Porter
17060	Sabine Andreas
9291	Dwayne Johnson
30283	Jason David Frank
1935	Charles Irving
16204	Ann Muffly
7464	Jay Mohr
2290	Gwen Nelson
25960	Dov Davidoff
27798	Jim Henson
38399	Virginia Pearson
14975	Luke Evans
5789	Arthur Maria Rabenalt
15314	Barry Cahill
23382	Karen Winther
31991	Sam Taylor-Wood
7719	WacÅ‚aw ZastrzeÅ¼yÅ„ski
7670	Howard Deutch
46352	Kazuyuki Izutsu
10685	Darren Aronofsky
48105	Patrick Scott Lewis
27667	LeÃ¯la Remili
6143	David Carradine<br />
269	Edward Binns
45777	Bearwin Meily
1748	Chitose Kobayashi
41749	Barry Raymond
45872	James McCarthy
38575	Femi Taylor
9547	Mikey Post
35588	Viktor Khalatov
12179	Tadashi Imai
32959	D.R.O. Hatswell
32060	Richard Schenkman
24397	Cyril Chadwick
20035	Michelle Bauer
17999	Hans Leibelt
17993	Bruno Ganz
44658	Paul Masonson
6326	Clive Merrison
29960	Mony Dalmes
1614	Peter Billingsley
32464	Claudio Ciocca
38743	Tim P. Sullivan
4689	Max Minghella
34143	Tapi Chanakya
30025	J. J. Connolly
8638	Frankie Thorn
8963	Thomas Gibson
47099	Maggie Gyllenhall
11304	James Lipton
22636	Rodney Mullen
22884	Amol Palekar
47295	Marcel Hillaire
13199	Parvaneh Masoumi
41477	Elisabeth Kaza
9344	Dakota Johnson
28513	Raymond O'Connor
2595	Maurice Costello
27388	Trond BrÃ¦nne
24280	Jesse Welles
10489	Marla Maples
28768	Huggy Leaver
14749	Ajay Naidu
31659	Russell Peters
20428	The Philadelphia Orchestra
28608	Timothy Dang
26914	Justin Bieber
16594	Richard Stapley
15974	Kim Milford
9609	Andrea Di Stefano
44790	Penny Allen
36447	Chris Fik
13016	Frank Ryan
26517	Richard Cromwell
21432	Lilo Yarson
12122	Merle Haggard
46138	Jan Johansen
18328	Asha Devi
21771	FranÃ§oise Arnoul
23936	Mamie Gummer
19459	Lee Loughnane
45450	Trent Cameron
10799	Damon Wayans Jr.
41366	Cong Shan
29675	Shannon Marie Woodward
19667	Alfred Paget
44216	Edith Borella
32688	David Mendenhall
25327	Mather Zickel
37594	Pia Kamakahi
22360	Jason Carter
11300	Leslie Stowe
16815	William B. Davidson
32700	Marguerite De La Motte
18754	Norbert Weisser
8085	Scott Aukerman
26165	Michael Douglas<br>
6115	Harvey Pekar
11188	Akira Ishige
9135	Tom Dugan
16981	Hugo Dyson
8471	Tol Avery
3206	Samba Kings
5396	Illeana Douglas
15647	Howard McGillin
43553	Alois Moyo
14759	David Opatoshu
44436	VÃ­ctor Erice
9899	Tom Keene
43878	Burr McIntosh
1009	Bebe Daniels
37983	Tony Harvey
31711	Sidney Armus
28961	Catherine De Guirchitch
11616	Clifford BaÃ±agale
16573	Matthew Sharp
2841	Joe Seely
40713	Kelly Dingwall
43731	Beatrix Mackey
22998	Ray Wise
3722	Pran
47556	Karen Huie
35282	Jean Sorel
45562	Alfred Newman
838	Richard Jaeckel
13008	Jennifer Love Hewitt
37195	Rage Against the Machine
35406	Erik Strandmark
10484	Claudia Schiffer
19314	Susan Dey
34261	Richard Venture
6357	Michael Wilding
30157	Judit HernÃ¡di
27645	Ughetto Bertucci
5196	Valerie Curtin
29926	Helena Michell
21102	Galeazzo Benti
2120	Bill Farmer
30313	Raymond O'Neill
29624	Trula M. Marcus
29133	Jean-Pierre Ducos
12455	Brad Orrison
28721	Jon Farrell
13870	[[Brian De Palma]]
19818	Austin Nagler
17603	Nate Richert
47842	Sarita Wooton
13077	Ruggero Deodato
11990	Eliza Dushku
8189	MÃ¡rio Lima
26830	Emmett Smith
23587	Jessica Barden
23958	Ratna Pathak
8344	Brian Haley
21097	Francesco De Marco
5019	Shirley Anne Field
42197	Bobby Jones
41132	MarÃ­a Luisa Serrano
38049	Joseph Grifasi
3927	Charles Crockett
38839	Nicholas Hawtrey
43169	Will Ferrell<br/>
25577	Paolo Graziosi
15267	Natalie Mendoza
18421	Tree Carr
13275	Una Brandon-Jones
45079	Edvin Laine
42831	Mike Modano
21458	James Drury
29320	Sandy Kenyon
36999	Nancy Sinatra
26775	Fred Williams
12718	Nathalie Bernart
6563	June Duprez
36624	Mike Reid
35810	Macdonald Carey
3766	Joe Kirk
16836	Dennis Weaver
33218	[[Hal Sutherland]]
25368	Brandy Norwood
18075	Dimple Kapadia
7890	Gary Trousdale
26593	Mathias Herrmann
16586	Michelle Ruff
33413	Rumi Hiiragi
47895	Patsy Parsons
21177	Bruce Poon
16075	Nydia Westman
13604	Cal McCord
29689	Jerry Lawler
40361	Courtnee Draper
25196	Peter Lindgren
37908	Mazhar Munir
12628	Charles Dierkop
11019	Michael McIntyre
24726	Jack Sanders
15329	Stuart Wilson
12413	William O'Leary
20190	Robert Lipton
15530	Nancy Gates
22388	Carlos Palomino
15627	Vasily Shukshin
42731	Edda Seippel
42676	Joseph Hoover
26747	William A. Carroll
32390	Jeffrey Anderson-Gunter
17500	Max Julien
30732	Paul Anderson
16266	Hossain Emadeddin
44197	Gordon Tanner
28708	James Gray
36009	Tom Simcox
2696	Melville Shavelson
43208	Hon Yee-Sang
21747	Paula Shaw
11293	Ana Obregon
15750	Philippe Laudenbach
25148	Dennis Day
42607	Wynn Roberts
27781	AnaÃ­s Martinez
11230	Allen O'Reilly
8869	Ryan Donowho
17285	Riley Roden
3604	Viveca Lindfors
38428	Claude Allister
23289	Ann Guilbert
32350	Ann Coyle
26844	Olivia Thirlby
41602	Edouard Besnehard
9082	Al Michaels
11520	Wes Anderson
44105	Catherine Blythe
11753	Lucinda Dickey
2446	Rachael Bella
45015	Kate Castle
19200	Ernest Pintoff
18426	Beryl Nesbitt
14802	Agnese Nano
48149	Sotiris Moustakas
30957	Helen McGara
17408	Conrad Dunn
45676	Lillian Lawrence
846	Dallas Roberts
26292	Andrea Marcovicci
29254	Linda Tur
1947	Sachiko Murase
19465	Giorgio Moroder
29508	see
24851	Mona Seilitz
42839	Carlos Riquelme
36752	Aisling Walsh
23444	Muriel Frances Dana
15725	Daniel Zacapa
4127	MarÃ­a Elena MarquÃ©s
32800	Willie Aames
35998	Khwaja Ahmad Abbas
35019	Monica Bleibtreu
15885	Jon Turteltaub
4939	Neil Jackson
39268	Raymond Pickard
19063	Tom Chatterton
13197	Dariush Arjmand
38450	Margaret Pomeranz
19155	Barry Foster
46049	Nicholas Aaron
34458	Park Yong-woon
28080	Louis Emerick
27633	Marcelle Pradot
43750	Ivor Novello<br>
7646	Cynthia Sikes
12840	Elena Anaya
29343	Alicia Marek
46394	Hikaru Urano
44793	Joel Polis
45172	Lexi Randall
22799	Akiji Kobayashi
12641	Michael Warren
7328	Peter Ustinov
6588	Aaron Lipstadt
2352	Hedy Lamarr
45590	Eriq Ebouaney
46389	Masako Ikeda
43934	Eric "Bibo" Bergeron
29794	Michael Ralph
8240	Mabrouk Ait Amara
37689	Jonathan Nossiter
42754	Maris Wrixon
20794	Brent Stait
41866	Joseph V. Perry
42389	Nelly
40754	Phina Oruche
19362	Daniel Bacon
37001	Victoria Paige Meyerink
41610	Daniel Grimm
37123	Rowan Blanchard
4159	Eckard Rabe
36825	UÄŸur YÃ¼cel
30860	Stan Freed
10921	Penny Singleton
8130	J.K. Simmons
8844	Donald Calthrop
2335	Roger Ashton-Griffiths
47160	Robin Ruzan
2969	Nelly Frijda
26664	Eric Kimmel
29928	Bill Aylesworth
8018	Giuseppe Mantero
32326	John Friesen
12551	Elizabeth Marvel
12893	Carl Stockdale
298	Charles Herbert
14295	Richard Derr
45349	Omou Diarra
37655	Una Stubbs
44481	Tom Stern
20620	Penn Jillette
42771	Pierce Brosnan<br>
28723	George Margo
43070	Patricia Bosworth
16561	Murray Furrow
29894	Hilary Duff<br />Haylie Duff<br />
23419	Mira NikoliÄ‡
8342	Matthew Glave
6534	Philippe Grenier
20018	Scotty Bloch
20745	Bille Brown
10907	Bessie Lyle
43883	Susan Kase
22667	Kelly Asbury
31356	Moon Seung-wook
23125	Karl Schellscheidt
13584	Peter Grant
14857	Gil Kenan
41871	Ron Thomas
26506	Patti Deutsch
21518	Jane Ball
38783	YÃ»ko Mochizuki
23961	Amanda Walker
22177	Jimmy Lloyd
18085	Shammi Kapoor
9747	Derek Newark
28641	Mickey Tettleton
25556	Caterina Collo
9426	Colleen Rennison
36941	Sean Lawlor
43906	Marta Gastini
41742	P. Lynn Johnson
19178	Ayse Emel Mesci Kuray
7122	Steffi Duna
6613	Bruce Cabot
45386	Vivian Martin
32447	Bret Harrison
20660	Helen Talbot
17678	Mary Nolan
24001	Peter Tomarken
5582	C. C. H. Pounder
44104	Jane Sibbett
22435	Sullivan Walker
4744	Harry Carey
47471	B-Real
11696	Nino Manfredi<br />
20285	Anne Meara
27565	Abbas Ali
12078	Joyce Mackenzie
38940	Francesco Scianna
45646	Wonderful Smith
38312	Larry Antonino
9365	Leon W. Grant
15529	Claude Akins
16814	Douglas Wood
39829	Bridgetta Clark
16253	Sheree J. Wilson
28792	Lenore Banks
42326	Denis Gunzburg
38895	Jacqueline Jones
34958	AndrÃ©s Almeida
2140	Art Carney
43185	Mimi Aguglia
13244	Margaret Withers
29874	Renzo Montagnani
37284	Miki Hewitt
15599	Mary Gregory
5429	Marisa Paredes
42827	Danny Tamberelli
27664	Gilles Arbona
37072	David Mackenzie
27862	Diana Ross
34218	[[William Ryan (film director)
711	Diane Ladd
47068	Martha de Velasco
23371	Tetchie Agbayani
14575	Hudson Leick
12750	Adam Resnick
42463	Lillian Fontaine
47044	Nicholas Elia
47753	Thomas P. Dillon
19559	Just Jaeckin
42173	George Hayes
19049	Leonard Roberts
2424	Jane Novak
37806	Kent Harper
1921	Leonard Maguire
28914	Helen Bennett
23231	Merritt Wever
32491	Oscar Brown Jr.
11578	Robert Iscove
21679	Colette O'Neil
34368	Carice van Houten
43848	Spencer Trevor
33113	Staats Cotsworth
15737	Stephanie March
46171	Adolf Hitler
45736	Maria Barranco
15171	Richard Perello
2963	Alaa Oumouzoune
42386	Irina Demick
17816	Josh Leonard
19044	Peter Dobson
35316	Augusto Benedico
31365	Viktor Avdyushko
43043	Les Norman
24643	Michael Caton
446	Vince Vaughn
20294	Asher Book
10412	Diane Venora
2986	Otello Cazzola
20328	Salvo Randone
20694	Cicely Browne
12347	Omara Portuondo
26097	David Burns
19895	Rick Bataglia
4112	Carol Woods
23947	Tommy Reifsnyder
44726	Nina Jaroslaw
34996	Garvin Cross
8010	Giuliano Montaldo
32920	Simon Pegg<br />Nick Frost<br />
41658	Tamla Kari
30415	William Courtenay
16021	William Petersen
15760	Pascale Pellegrin
29112	Thibault Verhaeghe
15057	Henri De Vries
14035	Rebecca Smart
39982	Robert Breuler
43868	Axel Bogousslavsky
43343	Doris Pawn
15621	Edward Earle
22112	Wolfgang GlÃ¼ck
45669	Strasburg Train
11244	Peppino de Filippo
8850	Seema Biswas
7549	Jean-Pierre Cassel
3635	Irena Oberska
36411	Chris Eyre
25168	Mae West<br />
18997	Nate Hartley
42117	Carrie Malabre
36744	[[Blake Edwards]]
23739	Desi Arnez Hines II
1151	Kim Novak
43228	Jordan Todosey
2128	Elaine Devry
8313	Jack Donohue
2247	Sandra Bernhard
7077	Bob Einstein
20044	Katharine Towne
29111	Guillaume Canet
38933	Matt Weinberg
23847	Daniel Davis
34700	Heidi Mark
12290	Reggie Bannister
31658	Lonnie Rashid Lynn, Jr
42453	Vivian Mason
8628	Mary Stuart Masterson
46375	Akio Jissoji
43037	Olga Obolenskaya
44551	Ivry Gitlis
23920	Clemens Scheitz
32691	Greg 'Magic' Schwartz
25414	Scrat
35187	Marilyn Miller
7143	Joy Bryant
45211	Samantha Gates
15680	Anna Volska
31893	Catherine Dent
36164	Jeffrey Hornaday
19541	Gerhard Lamprecht
4893	Linda Larkin
46521	Yves AllÃ©gret
42772	Portia Dawson
19231	Lloyd Gough
35755	Jamyang Jamtsho Wangchuk
22002	Milada Matysova
142	Joely Richardson
33671	John Ventantonio
10202	J. C. Quinn
47408	William Pawley
32637	Majdi Machmouchi
26083	Ash Varrez
18841	Suzan Farmer
29206	Diane Debassige
25335	Brennan Brown
26683	Rise Stevens
11125	Leonard Gaines
46644	Candy Samples
26617	Natalie Imbruglia
39886	John Hiatt
39623	Peter Sumner
19883	Alice Guy-BlachÃ©
8261	Sarah Polley
33789	Sinan Ã‡etin
17849	Joshua Peace
21382	Gineke de Jager
35026	Reid Cruickshanks
22544	Vicki Trickett
39688	Ambar Mallman
13229	Jeff Nuttall
1103	Elio Fiorucci
23906	DJ Quik
1851	Helen Lidroth
43905	Colin O'Donoghue
32023	VinÃ­cius Salvatori
5827	Beth Riesgraf
17591	Ray Spiker
27947	Gugu Mbatha-Raw
21312	Jonathan Skinner
6258	James D'Arcy
24786	Olivia Colman
18582	Galina Volchek
38935	Margherita Buy
21341	Raymond Hackett
24835	Vera Sherborne
36783	Katharina Thalbach
2060	Rod Taylor
29144	[[Jeff Franklin]]
